# -------------------------------------------------------
# ---- CSV created by:  mightymerge.io                   
# -------------------------------------------------------

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2024",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"1241 ","Voisin, Emilien","$5,577 ","$5,075 ",$502,"$37,268"
"1242 ","Fitriadi, M Rifki","$5,561 ","$4,136 ","$1,425","$24,313"
"1243 ","Kuznetsov, Andrey","$5,536 ","$4,211 ","$1,325","$3,055,162"
"1244 ","Hess, Sean","$5,535 ","$4,491 ","$1,044","$18,162"
"1245 ","Overbeck, Carl Emil","$5,526 ","$3,570 ","$1,956","$9,002"
"1246 ","Inui, Yuichiro","$5,524 ","$3,174 ","$2,350","$27,965"
"1247 ","Zusman, Richard","$5,508 ","$3,666 ","$1,842","$13,934"
"1248 ","Sornlaksup, Pawit","$5,505 ","$4,274 ","$1,231","$8,815"
"1249 ","Iradukunda, Guy Orly","$5,454 ","$3,973 ","$1,481","$43,347"
"1250 ","Speziali, Filippo","$5,452 ","$4,906 ",$546,"$21,340"
"1251 ","Barbier Gazeu, Paul","$5,446 ","$3,827 ","$1,619","$7,446"
"1252 ","Lootsma, Niels","$5,443 ","$4,200 ","$1,243","$82,884"
"1253 ","Bonnaud, Arthur","$5,434 ","$4,410 ","$1,024","$8,860"
"1254 ","Magadan, Alan","$5,418 ","$3,602 ","$1,816","$8,328"
"1255 ","Masjuan Ginel, Pablo","$5,415 ","$4,771 ",$644,"$9,848"
"1256T ","Baroni, Niccolo","$5,414 ","$4,758 ",$656,"$11,957"
"1256T ","Freire Da Silva, Adan","$5,414 ","$3,384 ","$2,030","$15,662"
"1258 ","Kotzen, Alexander","$5,405 ","$4,419 ",$986,"$22,197"
"1259 ","Villalon, Nicolas","$5,384 ","$3,872 ","$1,512","$14,090"
"1260 ","Boros, Attila","$5,371 ","$3,862 ","$1,509","$11,411"
"1261 ","Aggarwal, Parth","$5,367 ","$3,596 ","$1,771","$10,277"
"1262 ","Houghton, George","$5,349 ","$2,080 ","$3,269","$21,241"
"1263 ","Schoen, Patrick","$5,345 ","$4,091 ","$1,254","$10,037"
"1264 ","Milojevic, Nikola","$5,342 ","$5,219 ",$123,"$1,052,811"
"1265 ","Rapagnetta, Daniele","$5,329 ","$3,838 ","$1,491","$7,752"
"1266 ","Lorusso, Lorenzo","$5,312 ","$3,268 ","$2,044","$12,467"
"1267 ","Duhan, Chirag","$5,310 ","$3,524 ","$1,786","$11,966"
"1268T ","Prechtel, Sebastian","$5,298 ","$4,986 ",$312,"$69,085"
"1268T ","Sorrentino, Luigi","$5,298 ","$3,475 ","$1,823","$42,566"
"1270 ","Sinha, Adit","$5,297 ","$4,463 ",$834,"$12,748"
"1271 ","Jung, Jason","$5,250 ","$5,250 ",$0,"$1,152,926"
"1272 ","Fondriest, Matteo","$5,234 ","$3,092 ","$2,142","$6,774"
"1273 ","Rodriguez - Pace, Ricardo","$5,230 ","$3,612 ","$1,618","$134,461"
"1274 ","Okonkwo, Oliver","$5,222 ","$1,993 ","$3,229","$8,933"
"1275 ","Maamoun, Karim-Mohamed","$5,220 ","$4,362 ",$858,"$190,920"
"1276 ","Alujas, Rodrigo","$5,205 ","$3,714 ","$1,491","$7,241"
"Page 29 of 102 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 25, 2024"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2024",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"1277 ","Tresca, Giuseppe","$5,182 ","$2,869 ","$2,313","$19,011"
"1278 ","Simkiss, Luke","$5,168 ","$4,436 ",$732,"$12,553"
"1279 ","Boogaard, Thijs","$5,165 ","$5,165 ",$0,"$5,423"
"1280 ","Zelenay, Igor","$5,156 ","$0 ","$5,156","$911,313"
"1281 ","Coman, Mihai Alexandru","$5,151 ","$3,711 ","$1,440","$10,256"
"1282 ","Khoeblal, Elgin","$5,142 ","$3,824 ","$1,318","$14,679"
"1283 ","Bulus, Christopher","$5,131 ","$4,159 ",$972,"$11,989"
"1284 ","Ferguson, Chase","$5,130 ","$3,772 ","$1,358","$10,801"
"1285 ","Bueno Gil, Alvaro","$5,120 ","$1,192 ","$3,928","$6,052"
"1286 ","Krajci, Michal","$5,114 ","$4,448 ",$666,"$7,737"
"1287 ","Alkotop, Mousa","$5,103 ","$2,922 ","$2,181","$16,293"
"1288 ","Forcano, Ignasi","$5,100 ","$2,634 ","$2,466","$5,988"
"1289 ","Ivanov, Simon Anthony","$5,095 ","$3,806 ","$1,289","$44,174"
"1290 ","Torres, Benjamin","$5,089 ","$3,991 ","$1,098","$12,729"
"1291 ","Chaiyarin, Credit","$5,067 ","$3,394 ","$1,673","$12,860"
"1292 ","Park, Seungmin","$5,062 ","$3,916 ","$1,146","$6,360"
"1293 ","Reddy, Rishi","$5,056 ","$2,664 ","$2,392","$21,396"
"1294 ","Tenti, Fermin","$5,050 ","$3,953 ","$1,097","$74,207"
"1295 ","Rawat, Sidharth","$5,044 ","$4,213 ",$831,"$102,349"
"1296 ","Basic, Nikola","$5,040 ","$3,360 ","$1,680","$13,142"
"1297 ","Alvarez, Luis Carlos","$5,028 ","$4,626 ",$402,"$18,336"
"1298 ","Zielinski, Marcel","$5,026 ","$4,278 ",$748,"$17,813"
"1299 ","Hignett, Liam","$5,025 ","$0 ","$5,025","$9,311"
"1300 ","Setkic, Aldin","$4,998 ","$4,242 ",$756,"$494,146"
"1301 ","Renard, Lucas","$4,977 ","$4,463 ",$514,"$54,235"
"1302 ","Deckers, Alec","$4,975 ","$4,975 ",$0,"$37,131"
"1303 ","Shimanov, Ofek","$4,968 ","$3,424 ","$1,544","$12,767"
"1304 ","Heredia, Samuel","$4,962 ","$3,094 ","$1,868","$4,962"
"1305 ","Fernandes, Rodrigo","$4,949 ","$3,527 ","$1,422","$8,480"
"1306 ","Franco, Tobias","$4,935 ","$4,053 ",$882,"$13,664"
"1307 ","Camargo Lima, Enzo","$4,913 ","$2,734 ","$2,179","$8,533"
"1308 ","Jadoun, Nicolas","$4,890 ","$4,362 ",$528,"$5,748"
"1309 ","Bacaloni, Andrea","$4,878 ","$3,501 ","$1,377","$17,013"
"1310 ","Simonsson, Fred","$4,874 ","$3,542 ","$1,332","$69,350"
"1311 ","Ianin, Nikita","$4,869 ","$2,540 ","$2,329","$12,954"
"1312 ","Cook, Ethan","$4,868 ","$1,995 ","$2,873","$16,245"
"1313 ","Genier, Tanguy","$4,842 ","$3,526 ","$1,316","$6,698"
"1314 ","Little, Daniel","$4,827 ","$3,149 ","$1,678","$44,263"
"1315 ","Mrva, Maxim","$4,824 ","$4,310 ",$514,"$6,747"
"1316 ","Molder, Markus","$4,821 ","$4,131 ",$690,"$5,670"
"1317T ","Martin Manzano, Juan Cruz","$4,818 ","$4,046 ",$772,"$6,036"
"1317T ","Raquillet, Leo","$4,818 ","$4,764 ",$54,"$9,278"
"1319 ","Blanch, Ulises","$4,816 ","$4,816 ",$0,"$346,383"
"1320 ","Song, MinKyu","$4,812 ","$0 ","$4,812","$128,688"
"Page 30 of 102 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 25, 2024"
